,Text,oh_label,type_label
1049,@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who had people killed for disagreeing with him.,1,racism
1050,@MaliniP Screw Francis.  Any Pope that will not stand up for freedom of speech should not be Pope.  Get rid of the clown.,1,racism
1051,"These girls are the equivalent of the irritating Asian girls a couple years ago. Well done, 7. #MKR",1,racism
1052,"@PoliticalAnt @Lithobolos @ZaibatsuNews Eh, they all ostensible follow the ideology of Islam. Radicals follow closely, others less so.",1,racism
1053,"@jihadi_11 @Shami_IS_back When the filthy Daesh set off IEDs in Baghdad, they don't care if none of the victims are armed.You're a hypocrite",1,racism
1054,Why do these so called Moderate Muslims never ask themselves why Islam has over 100 terrorist groups and no other religion is remotely close,1,racism
1055,"@uygaraktas After committing genocide and murdering countless civilians, scum bag Deash try to use babies for propaganda.",1,racism
1056,"@jaketapper @RaviAgrawalCNN Another case of, ""If you say Islam is violent we will kill you.""",1,racism
1057,@NNdabbour64 And I would never go near a country with blasphemy laws.,1,racism
1058,@Kaya786 @fai3an_H The problem is that I have far more knowledge of Islam than you and it is your mind that has been shrunken by Islam.,1,racism
1059,RT @brassidio: Muslims don't have any morals. http://t.co/OO37AiucR9,1,racism
1060,"After watching the Shia militia beat a Peshmerga to death, I've concluded that they are animals, just like ISIS. #Islam #Iraq #Kobane",1,racism
1061,@asem_1994 But all the crimes of Islam are exactly according to their beliefs.,1,racism
1062,@aliabdalhamid @izrinhariri Obviously you know nothing about your religion.  Permission to rape slave girls is in both Quran and Hadiths.,1,racism
1063,"@dankmtl Hell, Palestinian Muslim assholes like this clearly state their intentions of religious jihad against Jews and you tell them that .",1,racism
1064,@BishopCal You are a liar. Islam murdered 120 million black Africans. http://t.co/3QhMcY7HEC,1,racism
1065,@Bruciebabe @MaxBlumenthal Radical Islam on the rise in Indonesia. http://t.co/m1AUGT6RY3,1,racism
1066,"@DavidRomeiPHD @ALWiss5 Anything an American does defines America, anything a Muslim does is an aberration? Idiot!",1,racism
1067,@oldkhayyam @ardiem1m @MaxBlumenthal I hate Islam because it is a religion based on hatred and Jihad. http://t.co/N60I1tFxhW,1,racism
1068,"Islam considers women as one big sex organ, so no part of her can be exposed.  This is a reflection of the perversion of their prophet.",1,racism
1069,"@hu_4u The prophet Mohammed was a terrorist, and he knew Islam.",1,racism
1070,"@Assiye61 That is a lot of disinformation. For example, there were never more than 5 million North American Indians. http://t.co/ErZxfNAOUt",1,racism
1071,@congressman_aly I know that they have the same policy of breeding like rats and population imperialism as their prophet Mohammed.,1,racism
1072,@jncatron @dailydot Pigs like you never whine so loud at the hundreds of murders by Muslims every day around the world.,1,racism
1073,@roisin_morgan I'm standing outside and looking in and there isn't a shadow of doubt that the  Muslims of Palestine are the terrorists.,1,racism
1074,@Lithobolos @PoliticalAnt @ZaibatsuNews And there is no Jihad and world domination in Judaism as there is in Islam.,1,racism
1075,"@KeeganNYC @syedmuhammad555 Given that Islam declared war on all humanity 1400 years ago, why should we not burn down all Mosques?",1,racism
1076,@DianH4 @rogue_allah There you go. You just showed why Islam is a vile and inhuman religion.,1,racism
1077,"@truaemusic @mattybboi83 @Number10gov Mohammed was a slave trader, Jesus wasn't.  Mohammed was a sexist, Jesus wasn't.",1,racism
1078,"@SevilZadeh Mohammed led 17 major military expeditions.  Most offensive.  He raped, robbed, murdered, lied, slaved, and was a pedophile.",1,racism
1079,@_Jihadi_ @ansaralummah2 @lIlIlllIlIllI Democracy only means that people get to elect their leaders. Islam means they are ruled by freak god,1,racism
1080,"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",1,racism
1081,@NomCookiesNom Why is it that no other religions have statistics that are even close in the production of terrorism.,1,racism
1082,@Ammaawah @jm111t In a lot of Muslim countries saying that Mohammed is flawed is blasphemy that would get you beaten.,1,racism
1083,@Vandaliser @sajid_fairooz @IsraeliRegime And of course the reason the majority now live in Christian lands is Muslim abuse.,1,racism
1084,@MiddleEastEye @uygaraktas There is no such thing as Islamophobia.  That is like saying there is Naziphobia.,1,racism
1085,@nine11inreverse There is a reason that there are over 100 Islamic terrorist groups and why no other religion has such a phenomena.,1,racism
1086,@golddinar1 @uygaraktas @Islam4EA When you wake up tomorrow you will find that Daesh reports were as real as your 72 virgin pigs.,1,racism
1087,@no2_tweet Here are Churchill's views about the pedophile prophet. http://t.co/tX7LHgnwf7,1,racism
1088,RT @riwired: .@HillaryGuess That pleased Hitler. Grand Mufti provided Hitler w/ armies of Muslim soldiers from Europe. #Tszarnev @VileIslam…,1,racism
1089,"@ingyusarms Everyone else does not follow a pedophile prophet who owned 27 slaves, robbed caravans, and raped women - only Muslims.",1,racism
1090,@AAlwuhaib1977 @dankmtl @PeaceNotHate_ terrorists that have taken the church over. She was born an American and so was never subject to ...,1,racism
1091,"@buttercupashby @MaDaSaHaTtEr_17 Mohammed attacked the third Jewish tribe in Medina, beheaded all of it's men, sold all the rest to slavery",1,racism
1092,"@Hatewatch Okay, and what are you going to make the other 100 Islamic terrorists groups equivalent to?",1,racism
1093,@Vandaliser @sajid_fairooz @IsraeliRegime And for the last 1000 years Muslims have contributed virtually nothing to science.,1,racism
1094,@SamihNewsam @MaxBlumenthal Muslim people insult themselves by the vile religion they follow and their extremism. http://t.co/hrZCWDcJLn,1,racism
1095,"@LifeInKhilafah The prophet Mohammed was illiterate, superstitions, and knew nothing but war, theft and slave trading.",1,racism
1096,@shehzilk @watan71969 Read the statistics microbrain. Look at the percentage of the worlds Muslims that want to kill apostates.,1,racism
1097,"@HillaryGuess @riwired @izrinhariri Again, look at this chart and tell me were you get the ""a few"" idea. http://t.co/QSTtdz57VJ",1,racism
1098,@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.,1,racism
1099,"@dankmtl No, the problem of the Palestinians and all Muslims is that they cannot stand for a Jewish state to exist on the peninsula.",1,racism
1100,@PeoplesReport @AlterNet Scum bag ISIS supporters will say anything to justify their barbaric behavior.,1,racism
1101,@1fatoshn Tell it to the 120 million Africans that Islam murdered. https://t.co/xWJzpSodGj,1,racism
1102,@buellerishere @KellyTurner99 And they all use the same barbaric Quran and Hadiths and they all abuse women.,1,racism
1103,@MaxBlumenthal @RaniaKhalek There was no Shujaiya massacre. The place was full of Blumenthal's terrorist friends and their weapons.,1,racism
1104,RT @sneekinsneekout: @Madasatrain69 @OZzSue @Muslim_Patrol Being nice 2 islam is like hugging a serial killer and thinking he will stop bur…,1,racism
1105,"RT @4chunat1: CNN reports on the murders of homosexuals by the Islamic State, but the problem isn’t just ISIS, it’s Islam http://t.co/ocd3R…",1,racism
1106,@loveconcursall @ottomanland The English &amp; Israel were really thinking ahead when they sent Baghdadi to all those Islamic religious schools.,1,racism
1107,RT @PeterTownsend7: #isis #muslim #Islamophobia? I think the word you're searching for is #Islamorealism  http://t.co/NyihT8Bqyu http://t.c…,1,racism
1108,@Isham_AlAssad @UN Nobody said that goat fucker. You made it up.,1,racism
1109,@RaniaKhalek @MaxBlumenthal Another taqiyya liar making up garbage for the sake of  Mohammed's desire to exterminate Jews.,1,racism
1110,@HoosierJason @ciomdx @JameelJaffer @ggreenwald Why not. Muslims have practically exterminated every non Muslim minority in Mus countries.,1,racism
1111,"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",1,racism
1112,RT @DonAgainstislam: Good Morning Pissed Off American Patriots! Cops In Danger? @jasphil @LegendsofNWI @donttreadonme65 http://t.co/8sEg6jv…,1,racism
1113,@buellerishere @KellyTurner99 And the Hadiths are even more specific about approving sexual slavery.,1,racism
1114,"@tommydevlin1974 What is ""mainstream"" about him? Forgetting murdered Christians, closed universities, murdered doctors, women locked at home",1,racism
1115,@anjemchoudary You have no say on what freedom of expression extends to.  Everyone should be insulting the phony pedophile prophet.,1,racism
1116,"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.",1,racism
1117,@Vandaliser @sajid_fairooz @IsraeliRegime Islam is the religion of hatred and bigotry. http://t.co/speHOyfjU1,1,racism
1118,@Lithobolos @PoliticalAnt @ZaibatsuNews The violence is always initiated by the Muslims. Mohammed started it. Proof. http://t.co/lyyEgGfAc7,1,racism
1119,RT @jeanniology: Obama implies murder of 3 Muslims in NC is religious bigotry but terrorists slaughtering Jews in a Paris kosher deli is a …,1,racism
1120,@MEAN_MARINE One of the first thing the prophet Mohammed did in his Islamic quest was to start  murdering Jews.  It has never really stopped,1,racism
1121,"@_enzk @NNdabbour64 Most people who become Muslims are either forced or pressured into it, and the children have no choice.",1,racism
1122,@MaxBlumenthal @RaniaKhalek @norabf Here is a Hamas: Palestinians are Saudis and Egyptians conducting religious war. https://t.co/8cmfoOZwxz,1,racism
1123,@VannCastro @tweetybird2009 @PatVPeters Right. Every Pres in history has been heavily criticized. But doing it to Obama has to be racist.,1,racism
1124,"@ShamiAnalyst They can't read, write, do math, or produce anything. But they can kill people, so they are good Muslims. #Islam",1,racism
1125,"@Iz_abdul By now no one buys that ""few individuals"" lie any more.  Most Muslims are extremists. http://t.co/kfxzXKFqsO",1,racism
1126,RT @KobyKulater: @chezkig1 @georgegalloway Galloway shut your pointless gob you tart. You can't even think straight after being bought out …,1,racism
1127,@buellerishere @KellyTurner99 The Muslim citizens of Raqqa enjoying a peaceful day of beating three men to death. http://t.co/ki4tdL3IDR,1,racism
1128,@wilytone @jmorgan_jamie @SenTomCotton @GOP The Islamist were there the whole time.  It was only the dictators that kept them quite.,1,racism
1129,@ibnHlophe @eeviewonders @CTFleaMarkets Your prophet started exterminating Jews from the very beginning.  Like the destruction of Khybar.,1,racism
1130,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime He didn't discuss their wealth, he discussed Islam's barbarity.",1,racism
1131,@KhaledHamaki I don't care.  It's none of Mohammed's business what religion someone wants to be.,1,racism
1132,@dancohen3000 @MaxBlumenthal Wheras the Arabs really are behaving people and you scum are ignoring it.,1,racism
1133,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime But the Quran and Hadith make it clear that Islam is Imperialist. http://t.co/UetpLzaVyI,1,racism
1134,"@discerningmumin No minorities of any kind are left in Saudi and several other gulf states, having been exterminated by Muslims.",1,racism
1135,"@muslimanarchist @Tobin_Maker @MaxBlumenthal  No, the murdering Hamaz head choppers torture children in dungeons.",1,racism
1136,@dankmtl Good night asshole. Hope you get run over by a bus.,1,racism
1137,@Ali_Gharib @MaxBlumenthal Do you think that he is Jewish any other way than by birth?,1,racism
1138,@anjemchoudary But Islam puts out the light and makes life too dark to bear.,1,racism
1139,@Abu_Talal2 No it doesn't. Islam is grossly sexist. It is a misery for women. http://t.co/Oj3IfVg6Hc,1,racism
1140,"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime A good Muslim is good despite his bad religion, not because of it.",1,racism
1141,"@AhleFars To win a modern war you have to have educated people, not Madrassa rats.",1,racism
1142,"RT @koda1950: @LeMarquand exactly WHAT has Islam EVER done other than subjugate women, kill and torture?!",1,racism
1143,@ummayman90 And the truth is that more Muslims are walking away from Islam than people are converting to it.  Education will now kill #Islam,1,racism
1144,@semzyxx @NAInfidels @owais00 Debunked what ignorant one.  You are debunked by this. 8 Hadith say she was six. http://t.co/4OQ6GYKnWB,1,racism
1145,"@bradybaggett @LUVSHINECAFE If you like it or not, Islam declared war on all humanity in the Quran 1400 years ago.",1,racism
1146,@vernsviews It's fair if the religion itself is extremist and if most of it's followers subscribe to what the religion invokes.,1,racism
1147,@clouds789 @arabinowitz Did you learn that logic in a madrassa?,1,racism
1148,@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,1,racism
1149,@lIlIlllIlIllI Which is why they win 95% of all Nobel prizes and create all the technology that Muslims use and were too stupid to invent.,1,racism
1150,"@sibelo76 Yes, all that Islam is making ISIS so loving. Idiot! http://t.co/qJXDS8FMyW",1,racism
1151,"@Vandaliser @sajid_fairooz @IsraeliRegime Mohammed never looked for knowledge. He believed in Jinn, was illiterate, believed dogs ere devil.",1,racism
1152,@sajid_fairooz @IsraeliRegime So don't feed me your little piece of taqiyya BS.,1,racism
1153,"RT @DavidJo52951945: At least now muslims have been exposed-they protest against free speech but don't for 7/7,Lee Rigby,ISIS or Rotherham …",1,racism
1154,RT @PeterTownsend7: #ISIS #Muslim You're a woman and you're committed to #Islam? You cannot be serious! http://t.co/d73Nxufiy0 http://t.co/…,1,racism
1155,RT @DavidJo52951945: Muslim found guilty of plotting to behead British soldiers-cases like this need the death penalty http://t.co/Yc4rO5UU…,1,racism
1156,"RT @YesYoureRacist: At least you're only a tiny bit racist RT @AnMo95: I'm not racist, but my dick is!",1,racism
1157,@taimiiSays Islam is hatred and Jihad. http://t.co/bp228IR12B,1,racism
1158,"RT @NuritBaytch: .@MaxBlumenthal resents that journalists are reporting on the antisemitism by BDSers at UCLA.

bad press for the BDS mvmt,…",1,racism
1159,@discerningmumin Islam is the most genocidal religion on the planet.  Mankind must exterminate Islam or be exterminated by it.,1,racism
1160,"@jihadi_11 @Shami_IS_back Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",1,racism
1161,@normfinkelstein Max Blumenthal is bad mouthing you. Not enough room at the top for all the self genocidal Jews. #Israel #Palestine,1,racism
1162,@love_allah_01 Mohammed's first wife Katjia was a wealthy woman BEFORE Islam. So you are lying.,1,racism
1163,@AAlwuhaib1977 71 Christian churches looted and burned by Muslim mobs. http://t.co/xeGlOFsNWJ,1,racism
1164,RT @MaguidhirP: @Juliet777777 @GROGParty Socialists and Moslems - working together to destroy Australia.,1,racism
1165,"@MrAlMubarak This man is a fraud trying to convince westerners that the religion of hatred, murder,bigotry and sexism is something different",1,racism
1166,"@lIlIlllIlIllI Yeah, they could use camels for transport, abuse and rape women, own slaves, grovel to a terrorist god, pay Jizya, what fun.",1,racism
1167,@CariCouture @MedicalAidPal @meralhece @jonsnowC4 @AliAbunimah @theIMEU @MaxBlumenthal Kind of like the Islamic world is a prison.,1,racism
1168,"@SirajZarook And traitors are individuals, not tribes and their women and children. You make up lying excuses for barbarity like a Muslim.",1,racism
1169,@MaxBlumenthal @mehdirhasan @tnr Mohammed was a genocidal bigot who attacked Jews and Christians. ISIS and Hamas do exactly the same.,1,racism
1170,"@truaemusic Okay, show me where Buddha or Lao Tse ever hurt anyone or advocated anyone be hurt.",1,racism
1171,@nyazpolitics @urgedharry @greenlinerzjm I typed that on there. The Hadiths are original. Shut up and go look them up. Or are you afraid to?,1,racism
1172,@semzyxx @NAInfidels @owais00 Muslims always look to excuse the barbarity of Islam by changing the subject.,1,racism
1173,RT @LiarMPs: Labour councillors in Rotherham left vulnerable girls in the hands of KNOWN paedos and doing nothing for fear of being racist!…,1,racism
1174,@logicalmind11 And Islam is the cause of what the radicals are doing because the prophet Mohammed did the same things and they follow him.,1,racism
1175,@hizam333 @CENTCOM The Daesh rats keep announcing victories at the same time they keep loosing men and land.  The world is laughing at them.,1,racism
1176,RT @DorvalTony: @baykara7 Religion my ass. Death cult. http://t.co/ItGxKuUwBM,1,racism
1177,"RT @Damocles247: PLEASE SIGN THIS PETITION + RETWEET
http://t.co/aWQOOqVlp0  #BanIslam
@LordThinker @FuckTheShitUSay @ukipwton @VileIslam @…",1,racism
1178,"@Vandaliser @sajid_fairooz @IsraeliRegime Yes, Muslims, including their prophet, revel in their illiteracy.",1,racism
1179,@DianH4 So we bombed Hitler and various dictators because they refused to be slaves? Muslims need to get a grip on reality.,1,racism
1180,@FarooqSumar @Quickieleaks @hamidul1 @nadeemmalik Hey shouldn't you be worrying more about Pakistan Muslims murdering Christians &amp; Hindus?,1,racism
1181,@BDSSupporter Islam is the cancer of the earth. It looks like this. http://t.co/0Z2Ra38Vc3,1,racism
1182,"RT @ProudPatriot101: @PopeSweetMusic @rbassilian @Protoshiv The Koran preaches murder, rape, paedophillia, slavery. It's a War Manual...",1,racism
1183,"@AdnanSadiq01 @PTISalarKhan What black and white, terrorist scum? There is zero evidence presented. Are you a madrassa graduate?",1,racism
1184,"@peymaneh123 @AnasMechch I don't see any burning civilians, and the picture is not even of a burning house.",1,racism
1185,"RT @ColdKurd: #Kobane
 West front
#YPG forces liberated the village of "" Qartl ""
17 km from Tell-abyad City",1,racism
1186,"@ZiOrim @_Median_ @RushetteNY @Banko40 And if someone risks their life to save me from a mass grave, they are welcome to my TV and toaster.",1,racism
1187,"@Abu_Baraa1 Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.",1,racism
1188,@ummayman90 As a percentage there are very few. And they are usually poor women who marry a Muslim man. There is nothing persuasive in Islam,1,racism
1189,@DecolonisedSoul Islam declared war on all humanity 1400 years ago.  It's time we recognize that and respond.,1,racism
1190,"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",1,racism
1191,"@dankmtl @PeaceNotHate_ Of course Muslims are exterminating Christians in Egypt,Pakistan,Turkey, etc. Why would it be different in Palistine",1,racism
1192,@NNdabbour64 It's not what I think. It's what I have already proven to you multiple times.,1,racism
1193,RT @Kypsta: France is on the verge of major cultural backlash against even moderate Islam. The tension has built for decades. The line has …,1,racism
1194,@shehzilk @watan71969 Those Jews are assholes.  Most Jews are secular and humanist.  Most Muslims are Islamists. http://t.co/GQx6BZAFJ5,1,racism
1195,@ILTAFSHEHZAD Why would I care about the opinion of a guy who follows a pedophile prophet?,1,racism
1196,@CaliphateCop @Saeed6Ali And Hamas trains child soldiers and sends them to get killed for propaganda. http://t.co/nAoJe5oqwO,1,racism
1197,@obsurfer84 @teenage Let people read the Quran and see that it comes from hate. http://t.co/cuQDA0n32q,1,racism
1198,@zakirnaikirf The fact that I have a brain prevents me from accepting Islam.,1,racism
1199,@zh_ha89 You just proved that you are stupid.  I just showed you the Hadiths where Mohammed calls women stupid and you still deny it.,1,racism
1200,@AtefehNaeemi @etsho127 @SumerSloan @AmirFarokhy Is their idea of fair and equal representation to beat Peshmerga to death?,1,racism
1201,"@WithTrish @JRehling The difference is that Islam has a requirement for Jihad, has over 100 large terrorist orgs., and declared war on world",1,racism
1202,@rayyoosheh The murdering Muslim blasphemy mobs of Pakistan. http://t.co/f3aWjksaUz #Islam,1,racism
1203,"@BBCBreaking Yes, we have heard it a million times.  Islam is not about Islam.",1,racism
1204,@Hafisabidrees You animals are slitting throats and we are suppose to care that you are offended by cartoons. http://t.co/elEbZtioDk,1,racism
1205,@obsurfer84 And today many Muslims are still worthless thugs that produce nothing. They are either rescued by oil money or try to steal.,1,racism
1206,@ilhaam673 You don't need a perverted religion to feel compassion for humanity. http://t.co/T9Knt5tQmP,1,racism
1207,"RT @riwired: .@HillaryGuess Most stupid comment. Hitler wasn't religious, that's a Muslim lie. Truth is Hitler admired Muslims @VileIslam @…",1,racism
1208,@okieatheist @EWErickson You babble like a moron while Muslims are throwing gays off buildings.,1,racism
1209,@AAlwuhaib1977 Kiss my ass. I don't read books by Muslim bigots written to promote their fascist murdering genocide of humanity.,1,racism
1210,@AAlwuhaib1977 Muslim mob violence against Hindus in Bangladesh continues in 2014. #Islam http://t.co/C1JBWJwuRc,1,racism
1211,@AbouAliZarif @MaxBlumenthal The Muslims have exterminated virtually every minority in the ME and these idiots talk about Israeli aparthide.,1,racism
1212,"@BDSSupporter No, the Muslim states are the most murderous terrorist states on earth. It's not even close.",1,racism
1213,"@Just_Nafisa @FatimaFatwa @eS3udi @JRehling But ISIS never attacked Muslims like they did Ezidis, killing them as ""non believers""",1,racism
1214,@semzyxx @NAInfidels @owais00 And the Muslim students Hadith database shows Ashia was 6 when the pedo Mohammed married her.,1,racism
1215,@UmarFarooq_ The drivel is correct. ISIS behaves exactly as the prophet Mohammed behaved.,1,racism
1216,@OneLegSandpiper @DblBlackDs But Islam is the source and dealing with the symptom accomplishes zero. After ISIS and the rest will be more.,1,racism
1217,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling 2.3% my ass. At least half of them are murderous lunatics. http://t.co/uFqtM3HhyD,1,racism
1218,@dankmtl But no Muslims stop any other Muslims from carrying out their genocide. They only aid and applaud them.,1,racism
1219,@98Halima @johnnygjokaj @cdnKhadija @rfrankh53 ISIS makes women cover and locks them up because that is what Mohammed did.,1,racism
1220,@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs,1,racism
1221,"@Jihadii8 @AkEl_Saruman No he's not.  He's an idiot.  He retweets things like ""nigger hunting licenses"" that never existed. He's a fraud.",1,racism
1222,"@obsurfer84 @teenage Yes, you can lie about Islam all you want and you can deny all the evidence all you want.  No one cares about opinion.",1,racism
1223,@truaemusic The followers of the religion give a shit about the prophet of the religion. He is their example and always will be.,1,racism
1224,@haroonstyles @biebervalue @greenlinerzjm @halalflaws Mohammed raped Aishia when she was 9. http://t.co/7moZbSqhpG,1,racism
1225,RT @Totally_America: Obama Keeps Reformist Muslim Group Away From WH Summit Over Their Views ISIS Motivated By Islam… http://t.co/y1VK4BurIX,1,racism
1226,"@MaxBlumenthal Max asks as his Palestinian friends are beheading gays, doing honor killings, driving Palestinian Christians out of existence",1,racism
1227,@RaniaKhalek @MaxBlumenthal @NickKristof Every border that Islam has with every other religion and non religion is bloody.,1,racism
1228,@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.,1,racism
1229,@Saudi_Castro @donttreadonme65 @zaki_safar Your goat is calling you terrorist. She is horny.,1,racism
1230,@DiversityRUs The US attacks terrorists and dictators.  Your religion opposes freedom and democracy. http://t.co/EQhYQleABG,1,racism
1231,"RT @0rwellian: Labor &amp; Islam working together RT @phlim1942: #pmlive Rotherham abuse victim: 'I was raped once a week, every week'  http://…",1,racism
1232,"RT @sudixitca: Some people work very hard to make this world a better place, while others work very hard to book a drink and sex party in t…",1,racism
1233,RT @SeanAAitken: The Kurds clean up the ISIS Islamofascist trash in Kobane. Kobane is the graveyard of ISIS. Via @jackshahine http://t.co/N…,1,racism
1234,@buellerishere @KellyTurner99 ISIS land and Mauritania. The birth place of Islam didn't give up slavery until 1965. Chechens still have it.,1,racism
1235,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, unlike the gulf Muslim countries where they still behead and won't let women drive.",1,racism
1236,"@Abu_Baraa1 @danger_tiny I hope so, because in English it comes off as moronic hate mongering.",1,racism
1237,@MaxBlumenthal @Ajzionts ...tries to make a case that the Israelis protecting themselves against Muslim bigotry are the ones to blame.,1,racism
1238,@Zidano70Majid @MaxBlumenthal Fuck you. Every Palestinian school teaches children to hate Jews and Kuffir.,1,racism
1239,"@shehzilk @watan71969 You dumb asshole, he legalized slavery, he raped slave girls, he was a pedophile. How can you call him great anything.",1,racism
1240,@BenjaminNorton @MaxBlumenthal The voted to prevent the Muslims genocide of Israel.,1,racism
1241,@IAmThe1Teacher @stevecorrales80 @IronmanL1 Islam declared war on all humanity 1400 years ago.  And nothing has changed.,1,racism
1242,"ISIS in Mosul executed 13 people for watching soccer game.  Muslims will go crazy about a Mohammed cartoon, but won't protest murder. #Islam",1,racism
1243,"@bradybaggett @LUVSHINECAFE Take a poll and see if 1/3 of Christians think gays should be killed.  If they do, Christianity should be banned",1,racism
1244,@DawlatnaMansura The end result being that the Jihadi will be turned into a piece of outdated garbage with zero real world value.,1,racism
1245,@dankmtl @PeaceNotHate_ What Christian who is not insane would want to live under Sharia law?,1,racism
1246,"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",1,racism
1247,@kazamaryuji3 Because the Muslims have been exterminating Jews for 1400 years. And Mohammed started he Muslim hatred of Jews.,1,racism
1248,"RT @PamelaGeller: Copenhagen: Devout Muslim who fired on free speech event and synagogue opens fire on police, is killed: “Polic... http://…",1,racism
1249,@Ib_Alkisai Islamic documentation is based on belief.  Historical documentation is based of factual research.,1,racism
1250,@Kaya786 @fai3an_H My opinions of Islam don't come from the media. They come from the Quran and Hadiths.,1,racism
1251,"@loveconcursall @ottomanland ISIS is a giant embarrassment to Muslims, not just because of the barbaric things they do. But because ...",1,racism
1252,"RT @ElConfeti: SSSSHHH!  The silent Muslim majority, remains quiet. http://t.co/y2YldDW8qt",1,racism
1253,@OneLegSandpiper @DblBlackDs So what is to blame for the more than 100 Islamist terrorists organizations? The Book of Mormon?,1,racism
1254,@Love___Egypt @washingtonpost All the land that Islam holds came from war and murder. The US does not occupy a single country anywhere.,1,racism
1255,@J_Eddine @DiversityRUs 1/3 of all  Muslims believe that people who want to leave the religion should be murdered. http://t.co/mBTflxQk22,1,racism
1256,@harmlesstree2 Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians. http://t.co/gVJcnOh5bm,1,racism
1257,@B1236M @riwired @ilhaam673 @BasimaFaysal Look at the size of Israel.  And yet Muslims are slavering to destroy it. http://t.co/v8eV7D61eA,1,racism
1258,@IAmThe1Teacher You can preach coexistence all you want.  To Islamist you are just a useful idiot.,1,racism
1259,@obsurfer84 99% of all inventions come from the west. Islam has produced nothing in 1000 years. Mohammed was an illiterate who produced nada,1,racism
1260,@MaxBlumenthal @mehdirhasan @tnr Mohammed declared a Jihad against all non believers. ISIS is executing a Jihad against non believers.,1,racism
1261,@ldstarr18 @AC360 When does freedom of speech not insult someone.  Why should a hate filled religion be excluded? http://t.co/srvMUIMFBC,1,racism
1262,@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.,1,racism
1263,@dankmtl Hard to get stupider than you. Still no change in ratios justified by anything Israel did.,1,racism
1264,"@edgeofthesandbx @batchelorshow @FearDept So, if I say that you must be a murdering fascist because you follow that book, am I right?",1,racism
1265,"@MaxBlumenthal @Marc_Leibowitz Good, someone in the ME has finally stood up to the Muslim terrorists and their population imperialism.",1,racism
1266,@sajid_fairooz @IsraeliRegime And periodically the Muslims went on rampages and murdered masses of Jews. This happed all over Muslim world.,1,racism
1267,"RT @arrowsmithwoman: @sudixitca @KenRoth  It's a calculated Arab policy, to keep the Palestinians in a state of desperation to incite more …",1,racism
1268,"@oldkhayyam @ardiem1m @MaxBlumenthal Yes, I hate Nazis too. Got a problem with that?",1,racism
1269,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Since Muslims are sworn to exterminate them, why shouldn't they.",1,racism
1270,@ayibeebee @ToAllahWeReturn Pretending to be against hate and being a Muslim means you are a liar. http://t.co/khXWkRaznm,1,racism
1271,@munthir555 @The_Beamster @Sheikh_Times4 So let's get it over with. The world needs to declare war on Islam and get rid of the cancer.,1,racism
1272,@FarooqSumar @NafeezAhmed @MaxBlumenthal Now the Muslim Arabs are using the Palestinans as their spear point to complete the extermination.,1,racism
1273,"@ibnHlophe @eeviewonders @CTFleaMarkets Actually, it's Islam that has to be destroyed for it's crimes against humanity.",1,racism
1274,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 The Jews lived on 40% of Arabian peninsula before Mohammed began genocide.,1,racism
1275,@ameytahl @Sam_Schulman @mathof1 I hear all kinds of people say that Jews control the agenda and the media.,1,racism
1276,@biebervalue @greenlinerzjm Here is the Quran telling women not to leave their house. http://t.co/KlxIwZF7md,1,racism
1277,@CamilleHughes16 @edbarber101658 @_Watch_Observe_ A piece at a time. Start by outlawing new Mosques and stoping Muslim immigration.,1,racism
1278,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Only because there were too many Hindus to exterminate before the British...,1,racism
1279,"@BDSSupporter @tummala82 @Clashoftherats @YusufPeaceful @IndyVoices @CUFI Islamolunatics have conducted 21,000 terrorist attacks since 9/11",1,racism
